ITERAÇÃO,NR PONTOS SELECIONADOS,TOTAL PONTOS,LISTA DE PONTOS,RESULTADO
28,10,30,2 3 6 9 11 12 19 22 24 29 ,11.527856
29,17,30,3 4 5 8 9 11 12 13 14 15 16 17 19 22 23 26 28 ,11.527856
30,6,30,4 11 20 23 24 26 ,11.527856
31,3,30,12 18 25 ,11.527856
32,8,30,10 12 14 15 17 19 29 30 ,11.527856
33,17,30,6 7 9 11 12 14 15 16 17 18 20 21 22 23 25 26 29 ,11.527856
34,27,30,1 2 3 4 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 26 27 28 29 30 ,11.527856
35,15,30,2 4 5 6 8 9 12 14 16 17 19 22 23 24 28 ,11.527856
36,6,30,2 7 19 20 22 26 ,11.527856
37,12,30,2 3 7 8 10 13 15 20 24 25 27 29 ,11.527856
38,18,30,1 2 3 6 7 11 12 13 15 17 18 19 22 23 25 26 28 29 ,11.527856
39,13,30,1 9 11 14 15 19 20 21 22 23 25 26 27 ,11.527856
40,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,11.527856
41,18,30,1 2 4 6 12 14 15 16 18 19 20 21 22 23 24 25 28 29 ,11.527856
42,11,30,2 5 8 9 12 15 19 23 25 28 30 ,11.527856
43,7,30,5 11 17 22 24 26 30 ,11.527856
44,4,30,15 25 27 29 ,11.527856
45,19,30,1 3 4 5 7 8 9 11 13 15 17 18 19 20 21 26 27 28 29 ,11.527856
46,6,30,2 10 12 25 26 27 ,11.527856
47,17,30,2 4 5 8 10 12 13 14 15 17 18 20 22 24 25 28 29 ,11.527856
48,25,30,1 2 3 4 5 8 9 11 12 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,11.527856
49,13,30,2 4 6 9 10 11 14 16 20 24 25 26 30 ,11.527856
50,3,30,2 11 26 ,11.527856
51,20,30,1 2 4 5 6 7 9 12 13 14 15 17 18 24 25 26 27 28 29 30 ,11.527856
52,10,30,1 3 5 12 13 17 19 22 25 29 ,11.527856
53,21,30,1 3 5 7 8 9 10 12 13 16 17 18 19 20 21 24 25 26 27 28 29 ,11.527856
54,3,30,4 17 30 ,11.527856
55,3,30,1 27 29 ,11.527856
56,19,30,1 3 5 7 8 9 10 11 12 13 14 16 17 24 26 27 28 29 30 ,11.527856
57,10,30,2 3 6 8 13 15 19 23 26 29 ,11.527856
58,3,30,10 27 29 ,11.527856
59,12,30,2 3 5 7 10 11 16 17 19 20 22 24 ,11.527856
60,14,30,3 6 8 10 11 12 14 19 21 22 24 25 28 30 ,11.527856
61,21,30,1 2 3 4 5 6 7 9 10 12 13 14 15 17 20 23 24 25 27 28 30 ,11.527856
62,18,30,1 3 6 7 8 10 13 15 16 17 19 21 25 26 27 28 29 30 ,11.527856
63,2,30,5 10 ,11.527856
64,20,30,1 2 4 5 6 8 9 12 13 14 15 16 17 18 19 22 26 27 28 29 ,11.527856
65,27,30,2 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,11.527856
66,5,30,1 6 10 15 16 ,11.527856
67,15,30,1 2 6 8 9 10 11 13 15 21 23 26 27 29 30 ,11.527856
68,13,30,3 5 7 8 11 12 15 16 19 20 21 25 27 ,11.527856
69,3,30,8 13 26 ,11.527856
70,17,30,1 2 3 5 6 7 10 12 13 18 19 20 21 23 24 26 28 ,11.527856
71,18,30,1 3 4 6 7 8 9 10 12 15 17 20 22 24 25 26 28 29 ,11.527856
72,28,30,1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 21 22 23 24 25 26 27 28 29 30 ,11.527856
73,24,30,2 3 4 5 6 7 8 11 12 14 15 16 17 19 20 21 23 24 25 26 27 28 29 30 ,11.527856
74,8,30,2 4 7 10 12 19 24 29 ,11.527856
75,19,30,1 2 3 4 5 7 8 9 10 11 16 17 18 19 21 22 28 29 30 ,11.527856
76,9,30,3 8 9 11 19 21 22 28 29 ,11.527856
77,25,30,1 2 3 4 5 6 7 8 10 13 14 15 16 17 18 19 20 21 22 23 24 27 28 29 30 ,11.527856
78,9,30,1 3 6 7 8 13 14 16 17 ,11.527856
79,10,30,1 2 5 9 15 19 21 24 25 27 ,11.527856
80,10,30,4 7 10 12 13 16 19 20 24 29 ,11.527856
81,18,30,1 2 5 7 8 9 11 14 15 16 19 20 21 22 23 27 29 30 ,11.527856
82,2,30,19 26 ,11.527856
83,22,30,1 2 3 4 5 6 7 9 10 11 12 14 15 16 17 19 20 22 23 25 27 28 ,11.527856
84,20,30,1 3 5 6 7 8 9 11 13 15 16 20 21 22 23 25 26 27 28 29 ,11.527856
85,27,30,1 2 3 5 6 7 8 9 10 12 13 14 15 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,11.527856
86,22,30,1 2 3 4 6 7 8 9 10 13 14 17 21 22 23 24 25 26 27 28 29 30 ,11.527856
87,25,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 17 18 19 20 21 22 24 25 26 29 30 ,11.527856
88,24,30,1 2 3 4 5 6 7 8 9 10 11 12 14 16 17 19 20 21 22 23 26 27 28 30 ,11.527856
89,23,30,1 2 3 4 5 6 8 9 11 12 14 15 17 18 19 21 22 23 24 25 27 28 29 ,11.527856
90,7,30,2 6 10 11 15 26 27 ,11.527856
91,24,30,1 2 3 4 5 6 9 11 12 13 14 15 17 18 20 21 22 23 24 26 27 28 29 30 ,11.527856
92,10,30,1 2 4 7 11 14 15 16 25 28 ,11.527856
93,22,30,3 4 5 6 7 8 10 13 14 15 17 18 19 20 21 22 23 24 25 26 27 29 ,11.527856
94,16,30,1 3 6 8 10 11 12 13 15 16 17 21 25 26 27 28 ,11.527856
95,15,30,1 3 5 6 8 10 12 14 15 21 22 23 25 28 30 ,11.527856
96,28,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,11.527856
97,16,30,1 2 4 5 8 10 11 12 14 16 18 20 21 22 25 26 ,11.527856
98,3,30,9 12 21 ,17.880833
99,3,30,9 10 19 ,17.880833
100,14,30,3 5 6 7 10 11 12 16 19 23 24 26 27 29 ,17.880833
101,15,30,1 4 5 7 9 10 13 15 16 20 21 25 26 27 28 ,17.880833
102,22,30,1 4 5 6 7 9 10 11 13 14 16 18 19 20 21 22 23 24 25 26 27 29 ,17.880833
103,10,30,1 3 4 6 7 11 14 20 22 25 ,17.880833
104,5,30,13 14 16 26 27 ,17.880833
105,21,30,1 2 4 5 6 7 8 9 12 13 14 15 16 17 18 19 22 24 25 27 28 ,17.880833
106,5,30,7 10 15 26 29 ,17.880833
107,13,30,1 2 4 6 8 12 13 14 15 18 19 28 30 ,17.880833
108,24,30,2 3 4 5 6 8 9 10 13 14 15 16 17 18 19 20 23 24 25 26 27 28 29 30 ,17.880833
109,15,30,1 3 4 5 10 12 16 17 18 19 20 22 24 26 27 ,17.880833
110,27,30,1 2 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 ,17.880833
111,19,30,2 3 4 5 6 7 8 9 10 11 15 16 17 18 22 23 24 26 27 ,17.880833
112,18,30,1 3 4 6 8 9 11 12 15 16 17 18 19 21 23 24 26 28 ,17.880833
113,13,30,2 3 7 8 11 12 14 15 20 22 24 26 28 ,17.880833
114,17,30,3 6 8 10 11 12 13 15 16 17 19 20 21 22 27 29 30 ,17.880833
115,13,30,2 4 8 9 12 15 18 20 24 27 28 29 30 ,17.880833
116,10,30,3 14 15 16 19 21 22 24 27 30 ,17.880833
117,11,30,1 2 3 12 14 16 18 19 25 26 27 ,17.880833
118,20,30,2 3 4 5 8 9 10 11 13 14 15 17 19 20 21 22 23 26 27 30 ,17.880833
119,26,30,1 2 3 4 5 6 7 8 9 10 12 13 14 15 17 19 20 22 23 24 25 26 27 28 29 30 ,17.880833
120,24,30,1 2 3 4 6 8 9 10 11 12 14 15 17 18 20 21 22 23 24 25 26 27 28 29 ,17.880833
121,27,30,1 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 23 24 25 26 27 28 29 30 ,17.880833
122,3,30,11 22 26 ,17.880833
123,24,30,1 2 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 21 22 23 24 25 29 30 ,17.880833
124,18,30,4 5 6 7 8 9 11 13 14 17 19 20 21 24 26 27 29 30 ,17.880833
125,22,30,3 4 5 8 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 27 29 ,17.880833
126,5,30,2 3 5 11 19 ,17.880833
127,19,30,2 3 4 6 8 9 11 13 15 16 17 18 21 22 23 25 26 28 30 ,17.880833
128,18,30,1 2 4 5 8 9 10 15 16 18 19 22 23 24 26 28 29 30 ,17.880833
129,22,30,1 2 6 7 8 9 10 11 12 14 15 16 19 20 21 22 23 24 26 27 28 30 ,17.880833
130,16,30,3 4 5 6 7 9 10 13 15 18 20 22 23 24 25 29 ,17.880833
131,24,30,1 2 3 5 6 7 8 9 10 11 13 14 15 16 17 18 19 21 24 25 26 27 28 29 ,17.880833
132,5,30,1 3 4 17 21 ,17.880833
133,12,30,2 3 10 11 12 13 15 16 18 20 24 28 ,17.880833
134,4,30,4 11 16 17 ,17.880833
135,14,30,1 2 3 4 6 8 9 12 13 15 19 21 26 29 ,17.880833
136,4,30,2 4 15 19 ,17.880833
137,23,30,1 3 4 5 7 8 9 10 12 13 14 17 18 19 20 21 23 25 26 27 28 29 30 ,17.880833
138,25,30,3 4 5 6 7 8 9 10 12 13 14 15 17 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
139,24,30,1 3 4 5 6 7 9 10 11 12 13 14 15 16 18 21 22 23 25 26 27 28 29 30 ,17.880833
140,24,30,1 2 3 5 8 9 10 11 12 13 14 15 16 18 19 20 21 22 24 25 26 28 29 30 ,17.880833
141,20,30,1 4 6 8 9 10 12 13 15 16 19 20 22 23 24 25 26 27 29 30 ,17.880833
142,26,30,1 3 4 6 7 8 9 10 11 12 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
143,10,30,2 3 4 6 8 17 19 20 26 28 ,17.880833
144,12,30,3 4 9 10 12 13 15 20 24 25 28 29 ,17.880833
145,28,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
146,10,30,5 8 10 11 20 21 22 23 25 27 ,17.880833
147,21,30,2 3 4 5 6 7 9 10 11 13 14 15 16 18 19 20 24 25 28 29 30 ,17.880833
148,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
149,10,30,1 8 13 14 17 19 20 21 26 28 ,17.880833
150,11,30,4 9 10 13 14 15 20 21 22 24 27 ,17.880833
151,15,30,2 3 5 6 9 10 11 16 18 19 21 23 26 29 30 ,17.880833
152,3,30,3 5 6 ,17.880833
153,20,30,2 4 7 8 9 10 11 13 14 15 17 18 19 22 23 24 25 27 29 30 ,17.880833
154,3,30,1 25 27 ,17.880833
155,18,30,2 3 4 7 8 9 10 13 14 15 16 20 21 24 26 28 29 30 ,17.880833
156,20,30,1 4 6 8 10 11 12 14 15 16 18 19 22 23 24 25 26 28 29 30 ,17.880833
157,24,30,1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 19 21 22 23 24 26 28 29 30 ,17.880833
158,10,30,3 5 7 11 12 15 17 24 27 30 ,17.880833
159,5,30,5 6 9 13 18 ,17.880833
160,21,30,2 3 4 5 6 8 10 13 15 16 18 19 20 21 23 24 26 27 28 29 30 ,17.880833
161,8,30,5 8 11 14 15 16 22 23 ,17.880833
162,24,30,1 4 5 6 7 8 9 12 13 14 15 16 18 19 21 22 23 24 25 26 27 28 29 30 ,17.880833
163,19,30,2 3 5 6 7 8 11 12 13 15 17 19 20 23 24 25 28 29 30 ,17.880833
164,17,30,3 5 8 10 11 12 13 16 17 19 20 22 23 27 28 29 30 ,17.880833
165,20,30,1 2 3 4 6 8 9 10 11 14 15 16 17 19 22 24 25 27 28 29 ,17.880833
166,24,30,1 3 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 23 24 25 26 27 29 30 ,17.880833
167,7,30,1 2 5 20 23 24 29 ,17.880833
168,2,30,6 30 ,17.880833
169,29,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 30 ,17.880833
170,7,30,6 9 12 23 25 28 30 ,17.880833
171,17,30,1 3 4 5 6 9 10 12 14 16 17 23 25 27 28 29 30 ,17.880833
172,28,30,1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 ,17.880833
173,4,30,7 17 19 30 ,17.880833
174,9,30,3 5 10 14 17 22 24 26 28 ,17.880833
175,19,30,1 3 4 5 8 11 12 13 14 15 16 17 19 21 22 23 24 27 29 ,17.880833
176,26,30,1 2 4 5 7 8 9 10 11 12 13 15 16 17 18 19 20 22 23 24 25 26 27 28 29 30 ,17.880833
177,2,30,1 25 ,17.880833
178,26,30,1 2 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 ,17.880833
179,13,30,2 7 8 9 11 13 15 18 19 23 27 28 29 ,17.880833
180,26,30,1 2 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 23 24 25 26 27 28 30 ,17.880833
181,14,30,1 4 6 7 8 10 11 15 18 21 22 23 25 27 ,17.880833
182,14,30,1 2 3 6 7 8 11 12 13 14 19 20 21 22 ,17.880833
183,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
184,7,30,4 5 9 16 21 24 26 ,17.880833
185,26,30,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 ,17.880833
186,4,30,12 16 19 24 ,17.880833
187,22,30,1 2 3 4 6 9 10 11 12 13 14 15 17 18 20 23 24 25 26 27 29 30 ,17.880833
188,8,30,2 11 12 13 21 27 29 30 ,17.880833
189,5,30,3 11 13 18 24 ,17.880833
190,5,30,1 5 7 13 29 ,17.880833
191,26,30,1 2 3 4 5 6 7 9 11 12 13 14 16 17 18 19 20 21 22 24 25 26 27 28 29 30 ,17.880833
192,6,30,1 7 9 10 15 25 ,17.880833
193,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
194,28,30,2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
195,4,30,2 7 17 22 ,17.880833
196,23,30,1 2 3 4 5 7 8 9 10 12 13 14 15 16 17 18 19 20 23 25 26 27 28 ,17.880833
197,28,30,1 2 3 4 5 6 7 8 10 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
198,21,30,1 3 4 5 6 7 9 11 14 15 17 18 19 21 24 25 26 27 28 29 30 ,17.880833
199,14,30,1 3 6 8 10 11 12 14 15 16 21 22 27 28 ,17.880833
200,3,30,7 20 23 ,17.880833
201,2,30,13 20 ,17.880833
202,25,30,1 2 3 4 5 6 9 10 11 12 13 14 15 16 18 19 20 21 22 23 24 25 26 28 29 ,17.880833
203,5,30,1 2 12 18 19 ,17.880833
204,5,30,2 5 8 20 25 ,17.880833
205,24,30,1 2 3 4 6 7 8 9 10 12 13 14 16 17 18 19 20 21 22 24 27 28 29 30 ,17.880833
206,4,30,10 16 17 21 ,17.880833
207,25,30,1 2 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 29 ,17.880833
208,10,30,1 2 6 7 9 11 22 26 29 30 ,17.880833
209,17,30,1 3 6 7 8 10 14 15 17 19 20 21 22 23 28 29 30 ,17.880833
210,25,30,1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 18 19 21 22 24 26 27 28 29 30 ,17.880833
211,7,30,1 4 8 15 19 27 28 ,17.880833
212,28,30,1 3 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
213,29,30,1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
214,19,30,1 2 4 5 7 8 10 12 16 17 19 21 22 23 24 25 27 28 30 ,17.880833
215,8,30,1 15 17 23 24 26 28 29 ,17.880833
216,19,30,1 3 4 6 9 12 13 14 16 18 19 20 21 22 23 24 25 27 30 ,17.880833
217,15,30,1 3 4 5 6 9 10 11 12 13 14 15 18 25 29 ,17.880833
218,8,30,3 12 13 15 22 24 26 29 ,17.880833
219,28,30,1 2 3 4 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
220,9,30,3 4 6 7 9 24 25 29 30 ,17.880833
221,7,30,3 4 8 17 18 27 29 ,17.880833
222,28,30,1 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
223,15,30,1 2 4 5 6 10 11 12 13 14 16 22 24 25 27 ,17.880833
224,29,30,2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
225,29,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 30 ,17.880833
226,17,30,2 3 6 7 8 11 12 13 14 20 22 23 25 27 28 29 30 ,17.880833
227,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
228,17,30,1 2 5 6 8 9 10 12 13 14 16 19 21 22 27 28 29 ,17.880833
229,26,30,2 3 4 5 6 7 8 9 10 11 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
230,6,30,2 14 16 17 19 22 ,17.880833
231,8,30,10 14 17 23 24 26 28 29 ,17.880833
232,22,30,1 2 4 5 6 8 9 10 11 12 13 14 17 19 20 22 23 24 26 27 28 29 ,17.880833
233,25,30,1 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 21 22 23 24 25 28 29 ,17.880833
234,25,30,1 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22 23 24 25 29 30 ,17.880833
235,26,30,2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 ,17.880833
236,11,30,9 11 12 16 18 19 21 23 24 28 30 ,17.880833
237,19,30,2 3 5 7 8 9 11 13 15 17 18 19 21 22 24 26 27 28 29 ,17.880833
238,13,30,6 9 10 16 18 19 21 23 24 26 28 29 30 ,17.880833
239,4,30,8 19 21 23 ,17.880833
240,27,30,1 2 3 4 5 6 7 8 9 11 12 13 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 ,17.880833
241,10,30,6 9 10 11 15 18 22 23 27 29 ,17.880833
242,13,30,6 9 10 11 13 17 18 21 22 25 26 28 29 ,17.880833
243,6,30,2 7 10 18 25 26 ,17.880833
244,23,30,1 2 3 4 7 8 9 11 12 14 15 16 18 19 20 22 23 24 25 26 27 28 29 ,17.880833
245,9,30,2 4 11 12 17 20 21 24 25 ,17.880833
246,24,30,2 3 4 6 7 8 10 11 12 13 14 16 18 19 20 22 23 24 25 26 27 28 29 30 ,17.880833
247,11,30,1 6 10 11 13 15 16 18 22 27 29 ,17.880833
248,25,30,1 3 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 24 25 26 27 28 29 ,17.880833
249,19,30,2 3 4 5 6 8 11 14 16 18 20 21 23 24 26 27 28 29 30 ,17.880833
250,11,30,1 3 6 10 11 15 17 21 23 25 29 ,17.880833
251,19,30,1 2 4 5 6 8 11 14 15 17 18 19 21 23 25 27 28 29 30 ,17.880833
252,21,30,2 3 4 5 6 7 10 11 12 13 14 15 16 17 21 22 23 24 26 27 30 ,17.880833
253,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
254,24,30,1 2 3 4 5 6 7 8 9 11 12 14 15 17 18 19 21 22 23 24 25 27 28 30 ,17.880833
255,16,30,2 3 5 7 8 10 11 13 15 17 18 21 22 24 26 27 ,17.880833
256,22,30,3 4 5 7 8 9 10 14 15 16 17 18 19 20 21 22 23 24 26 27 28 30 ,17.880833
257,20,30,2 3 4 5 6 8 9 10 11 12 14 17 21 22 23 25 27 28 29 30 ,17.880833
258,19,30,2 3 5 6 7 10 12 13 14 15 16 17 18 20 22 25 27 29 30 ,17.880833
259,6,30,7 10 11 13 21 25 ,17.880833
260,17,30,1 3 4 5 6 8 9 12 19 20 22 23 24 25 26 27 30 ,17.880833
261,20,30,1 2 5 6 7 11 12 14 15 17 18 22 23 24 25 26 27 28 29 30 ,17.880833
262,17,30,1 4 6 9 10 13 14 15 16 19 20 21 22 23 25 27 30 ,17.880833
263,17,30,4 5 6 9 10 11 14 15 16 17 18 22 23 24 25 26 29 ,17.880833
264,29,30,1 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
265,4,30,2 20 24 30 ,17.880833
266,5,30,1 2 10 25 27 ,17.880833
267,9,30,2 4 12 15 17 18 20 23 29 ,17.880833
268,26,30,1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 24 25 26 27 29 30 ,17.880833
269,30,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
270,23,30,1 2 3 4 5 6 8 10 11 12 13 16 17 18 19 20 21 24 25 26 27 28 30 ,17.880833
271,5,30,8 10 15 17 24 ,17.880833
272,12,30,2 3 4 11 14 17 18 20 22 28 29 30 ,17.880833
273,4,30,10 14 26 29 ,17.880833
274,27,30,1 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 22 23 24 25 26 27 28 29 ,17.880833
275,13,30,2 3 7 9 10 12 14 18 19 22 23 28 29 ,17.880833
276,29,30,1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
277,3,30,8 18 24 ,17.880833
278,29,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 28 29 30 ,17.880833
279,2,30,23 26 ,17.880833
280,22,30,2 3 4 5 6 7 8 9 10 12 13 15 16 18 19 21 22 23 24 25 28 30 ,17.880833
281,28,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 30 ,17.880833
282,24,30,1 2 3 4 5 7 8 9 10 11 12 13 16 17 18 19 21 22 24 25 26 27 28 29 ,17.880833
283,7,30,7 8 14 26 28 29 30 ,17.880833
284,2,30,22 27 ,17.880833
285,25,30,1 3 4 5 6 7 8 9 10 11 13 15 17 18 19 20 21 22 23 24 26 27 28 29 30 ,17.880833
286,27,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 18 19 20 21 22 23 24 25 26 27 29 30 ,17.880833
287,15,30,4 5 6 8 12 13 14 16 17 19 20 23 26 29 30 ,17.880833
288,5,30,2 3 12 22 26 ,17.880833
289,21,30,1 2 3 4 5 6 7 11 14 15 16 17 18 21 22 24 26 27 28 29 30 ,17.880833
290,7,30,3 9 18 19 21 23 29 ,17.880833
291,5,30,14 22 27 28 30 ,17.880833
292,15,30,4 7 8 10 13 14 16 17 18 20 24 26 28 29 30 ,17.880833
293,13,30,2 3 4 8 11 12 17 20 22 25 26 27 29 ,17.880833
294,29,30,1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 ,17.880833
295,20,30,1 4 5 6 7 8 9 10 11 13 16 19 20 21 22 23 24 27 29 30 ,17.880833
296,16,30,1 2 3 7 8 10 15 16 18 21 22 23 24 26 27 30 ,17.880833
297,15,30,2 3 6 7 8 9 10 11 16 22 23 27 28 29 30 ,17.880833
298,23,30,1 2 3 5 7 10 11 12 14 15 16 17 18 19 20 21 22 23 24 25 27 29 30 ,17.880833
299,16,30,2 4 5 7 8 9 10 12 16 17 20 21 24 25 27 29 ,17.880833
300,10,30,4 5 10 12 14 16 20 21 24 29 ,17.880833
301,23,30,1 2 4 5 6 7 8 9 10 11 13 15 16 18 21 23 24 25 26 27 28 29 30 ,17.880833
302,26,30,1 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 22 23 25 26 28 29 30 ,17.880833
303,14,30,4 5 6 7 9 14 15 16 18 20 24 25 27 28 ,17.880833
304,25,30,1 2 3 4 5 6 8 9 10 11 13 15 16 17 18 20 21 22 23 25 26 27 28 29 30 ,17.880833
305,27,30,1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 21 22 23 24 25 27 28 29 30 ,17.880833
306,20,30,2 3 4 5 6 7 8 9 11 13 16 17 19 21 24 25 26 27 29 30 ,17.880833
